id	qtdtotal	qtdamarelo	qtdindigeno	qtdpreto	qtdpardo	qtdbranco	qtdcota	prcamarelo	prcindigeno	prcpreto	prcpardo	prcbranco	prccota
337	2925	93	49	600	1549	578	578	3.18	1.68	20.51	52.96	19.76	75.15
338	439	7	0	40	296	94	94	1.59	0.00	9.11	67.43	21.41	76.54
339	151	5	1	25	69	40	40	3.31	0.66	16.56	45.70	26.49	62.91
340	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
341	25985	542	133	8493	13093	3322	3322	2.09	0.51	32.68	50.39	12.78	83.58
342	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
343	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
344	454	15	8	117	252	60	60	3.30	1.76	25.77	55.51	13.22	83.04
345	131	2	0	25	74	28	28	1.53	0.00	19.08	56.49	21.37	75.57
346	181	7	1	52	101	19	19	3.87	0.55	28.73	55.80	10.50	85.08
347	358	15	1	68	215	49	49	4.19	0.28	18.99	60.06	13.69	79.33
348	853	25	4	244	454	114	114	2.93	0.47	28.60	53.22	13.36	82.30
349	90	1	3	26	43	16	16	1.11	3.33	28.89	47.78	17.78	80.00
350	186	7	1	32	97	45	45	3.76	0.54	17.20	52.15	24.19	69.89
351	205	9	3	21	118	51	51	4.39	1.46	10.24	57.56	24.88	69.27
352	74	1	0	31	27	10	10	1.35	0.00	41.89	36.49	13.51	78.38
353	775	11	0	351	351	56	56	1.42	0.00	45.29	45.29	7.23	90.58
354	232	0	1	6	122	33	33	0.00	0.43	2.59	52.59	14.22	55.60
355	3540	98	12	498	1827	1032	1032	2.77	0.34	14.07	51.61	29.15	66.02
356	243	2	0	31	158	38	38	0.82	0.00	12.76	65.02	15.64	77.78
357	320	8	0	36	198	75	75	2.50	0.00	11.25	61.88	23.44	73.13
358	342	8	6	125	155	32	32	2.34	1.75	36.55	45.32	9.36	83.63
359	429	8	3	47	233	136	136	1.86	0.70	10.96	54.31	31.70	65.97
360	587	18	2	144	317	87	87	3.07	0.34	24.53	54.00	14.82	78.88
361	186	3	3	23	109	41	41	1.61	1.61	12.37	58.60	22.04	72.58
362	238	13	2	29	123	59	59	5.46	0.84	12.18	51.68	24.79	64.71
363	272	7	0	30	193	38	38	2.57	0.00	11.03	70.96	13.97	81.99
364	239	2	0	14	121	100	100	0.84	0.00	5.86	50.63	41.84	56.49
365	38	3	0	4	28	2	2	7.89	0.00	10.53	73.68	5.26	84.21
366	293	12	1	108	141	23	23	4.10	0.34	36.86	48.12	7.85	85.32
367	178	10	2	25	90	48	48	5.62	1.12	14.04	50.56	26.97	65.73
368	341	5	2	58	232	36	36	1.47	0.59	17.01	68.04	10.56	85.63
369	237	6	6	37	126	50	50	2.53	2.53	15.61	53.16	21.10	71.31
370	452	11	1	100	235	100	100	2.43	0.22	22.12	51.99	22.12	74.34
371	807	12	24	152	471	125	125	1.49	2.97	18.84	58.36	15.49	80.17
372	180	7	2	52	63	51	51	3.89	1.11	28.89	35.00	28.33	65.00
373	436	9	1	81	149	196	196	2.06	0.23	18.58	34.17	44.95	52.98
374	252	9	0	133	82	20	20	3.57	0.00	52.78	32.54	7.94	85.32
375	298	2	0	26	197	69	69	0.67	0.00	8.72	66.11	23.15	74.83
376	10221	221	194	3012	5213	1302	1302	2.16	1.90	29.47	51.00	12.74	82.37
377	640	12	9	156	341	85	85	1.88	1.41	24.38	53.28	13.28	79.06
378	208	2	6	51	106	37	37	0.96	2.88	24.52	50.96	17.79	78.37
379	1479	27	8	378	846	191	191	1.83	0.54	25.56	57.20	12.91	83.30
380	815	12	4	196	448	139	139	1.47	0.49	24.05	54.97	17.06	79.51
381	119	2	1	5	44	54	54	1.68	0.84	4.20	36.97	45.38	42.02
382	69	4	0	6	49	10	10	5.80	0.00	8.70	71.01	14.49	79.71
383	110	4	0	13	62	23	23	3.64	0.00	11.82	56.36	20.91	68.18
384	257	1	3	16	212	22	22	0.39	1.17	6.23	82.49	8.56	89.88
385	826	11	1	368	399	42	42	1.33	0.12	44.55	48.31	5.08	92.98
386	2962	119	10	564	1515	693	693	4.02	0.34	19.04	51.15	23.40	70.53
387	434	10	7	72	274	63	63	2.30	1.61	16.59	63.13	14.52	81.34
388	1689	45	8	444	897	225	225	2.66	0.47	26.29	53.11	13.32	79.87
389	10980	270	66	2684	6076	1649	1649	2.46	0.60	24.44	55.34	15.02	80.38
390	419	10	2	184	166	49	49	2.39	0.48	43.91	39.62	11.69	84.01
391	76	1	1	27	30	8	8	1.32	1.32	35.53	39.47	10.53	76.32
392	234	13	0	44	138	35	35	5.56	0.00	18.80	58.97	14.96	77.78
393	198	5	0	47	116	26	26	2.53	0.00	23.74	58.59	13.13	82.32
394	129	4	4	25	70	22	22	3.10	3.10	19.38	54.26	17.05	76.74
395	147	2	2	15	94	30	30	1.36	1.36	10.20	63.95	20.41	75.51
396	140	2	4	29	80	24	24	1.43	2.86	20.71	57.14	17.14	80.71
397	765	20	4	202	447	80	80	2.61	0.52	26.41	58.43	10.46	85.36
398	1287	15	10	159	995	95	95	1.17	0.78	12.35	77.31	7.38	90.44
399	98	0	0	18	66	13	13	0.00	0.00	18.37	67.35	13.27	85.71
400	599	22	8	116	336	106	106	3.67	1.34	19.37	56.09	17.70	76.79
401	79	3	0	24	48	2	2	3.80	0.00	30.38	60.76	2.53	91.14
402	419	11	0	62	250	90	90	2.63	0.00	14.80	59.67	21.48	74.46
403	451	5	0	138	264	35	35	1.11	0.00	30.60	58.54	7.76	89.14
404	199	5	0	46	120	19	19	2.51	0.00	23.12	60.30	9.55	83.42
405	95	4	1	18	61	11	11	4.21	1.05	18.95	64.21	11.58	84.21
406	2512	65	13	487	1425	470	470	2.59	0.52	19.39	56.73	18.71	76.63
407	261	8	2	41	181	27	27	3.07	0.77	15.71	69.35	10.34	85.82
408	201	10	1	47	113	28	28	4.98	0.50	23.38	56.22	13.93	80.10
409	102	2	1	19	61	16	16	1.96	0.98	18.63	59.80	15.69	79.41
410	145	3	0	17	89	29	29	2.07	0.00	11.72	61.38	20.00	73.10
411	1	0	0	1	0	0	0	0.00	0.00	100.00	0.00	0.00	100.00
412	131	2	2	17	70	38	38	1.53	1.53	12.98	53.44	29.01	67.94
413	317	6	1	65	187	55	55	1.89	0.32	20.50	58.99	17.35	79.81
414	412	9	3	65	270	54	54	2.18	0.73	15.78	65.53	13.11	82.04
415	346	12	2	73	191	63	63	3.47	0.58	21.10	55.20	18.21	76.88
416	334	14	3	40	159	107	107	4.19	0.90	11.98	47.60	32.04	60.48
417	399	5	2	116	197	67	67	1.25	0.50	29.07	49.37	16.79	78.95
418	283	4	0	25	196	52	52	1.41	0.00	8.83	69.26	18.37	78.09
419	128	1	0	6	94	26	26	0.78	0.00	4.69	73.44	20.31	78.13
420	288	4	0	10	131	135	135	1.39	0.00	3.47	45.49	46.88	48.96
421	2865	99	19	697	1455	535	535	3.46	0.66	24.33	50.79	18.67	75.78
422	971	24	5	188	519	215	215	2.47	0.51	19.36	53.45	22.14	73.33
423	804	32	4	95	455	197	197	3.98	0.50	11.82	56.59	24.50	68.91
424	105	1	1	37	58	3	3	0.95	0.95	35.24	55.24	2.86	91.43
425	74	1	2	14	39	10	10	1.35	2.70	18.92	52.70	13.51	74.32
426	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
427	5811	170	32	1227	3136	1107	1107	2.93	0.55	21.12	53.97	19.05	75.63
428	510	6	1	61	312	114	114	1.18	0.20	11.96	61.18	22.35	73.33
429	471	10	5	147	250	53	53	2.12	1.06	31.21	53.08	11.25	85.35
430	318	3	0	88	169	46	46	0.94	0.00	27.67	53.14	14.47	80.82
431	643	22	4	127	345	121	121	3.42	0.62	19.75	53.65	18.82	74.03
432	10880	343	88	2367	5553	2259	2259	3.15	0.81	21.76	51.04	20.76	73.60
433	59	0	0	3	49	7	7	0.00	0.00	5.08	83.05	11.86	88.14
434	323	7	2	44	197	67	67	2.17	0.62	13.62	60.99	20.74	75.23
435	91	1	0	35	46	9	9	1.10	0.00	38.46	50.55	9.89	89.01
436	147	1	0	13	74	58	58	0.68	0.00	8.84	50.34	39.46	59.18
437	81	4	0	28	35	14	14	4.94	0.00	34.57	43.21	17.28	77.78
438	263	5	0	15	68	119	119	1.90	0.00	5.70	25.86	45.25	31.56
439	507	8	1	209	215	65	65	1.58	0.20	41.22	42.41	12.82	83.83
440	97	6	0	12	71	8	8	6.19	0.00	12.37	73.20	8.25	85.57
441	28	0	0	7	20	1	1	0.00	0.00	25.00	71.43	3.57	96.43
442	140	2	1	14	84	36	36	1.43	0.71	10.00	60.00	25.71	70.71
443	75	5	0	23	44	2	2	6.67	0.00	30.67	58.67	2.67	89.33
444	596	14	2	112	363	94	94	2.35	0.34	18.79	60.91	15.77	80.03
445	7167	154	33	2465	3227	1091	1091	2.15	0.46	34.39	45.03	15.22	79.88
446	209	0	1	68	128	9	9	0.00	0.48	32.54	61.24	4.31	94.26
447	343	3	1	35	183	113	113	0.87	0.29	10.20	53.35	32.94	63.85
448	931	21	5	155	385	353	353	2.26	0.54	16.65	41.35	37.92	58.54
449	1620	66	12	265	796	444	444	4.07	0.74	16.36	49.14	27.41	66.23
450	117	1	0	17	82	17	17	0.85	0.00	14.53	70.09	14.53	84.62
451	276	10	0	37	166	52	52	3.62	0.00	13.41	60.14	18.84	73.55
452	893	29	3	88	527	233	233	3.25	0.34	9.85	59.01	26.09	69.20
453	47	0	1	5	30	10	10	0.00	2.13	10.64	63.83	21.28	76.60
454	309	7	1	67	214	17	17	2.27	0.32	21.68	69.26	5.50	91.26
455	154	2	0	6	101	42	42	1.30	0.00	3.90	65.58	27.27	69.48
456	144	13	1	27	74	27	27	9.03	0.69	18.75	51.39	18.75	70.83
457	332	5	3	71	193	60	60	1.51	0.90	21.39	58.13	18.07	80.42
458	339	2	2	40	266	10	10	0.59	0.59	11.80	78.47	2.95	90.86
459	157	0	0	4	71	82	82	0.00	0.00	2.55	45.22	52.23	47.77
460	201	6	2	26	106	59	59	2.99	1.00	12.94	52.74	29.35	66.67
461	118	2	0	16	86	7	7	1.69	0.00	13.56	72.88	5.93	86.44
462	678	23	2	107	399	124	124	3.39	0.29	15.78	58.85	18.29	74.93
463	709	31	8	212	376	64	64	4.37	1.13	29.90	53.03	9.03	84.06
464	163	5	2	48	91	14	14	3.07	1.23	29.45	55.83	8.59	86.50
465	220	7	3	44	131	19	19	3.18	1.36	20.00	59.55	8.64	80.91
466	166	3	0	44	89	21	21	1.81	0.00	26.51	53.61	12.65	80.12
467	685	19	2	280	320	47	47	2.77	0.29	40.88	46.72	6.86	87.88
468	258	15	1	43	140	56	56	5.81	0.39	16.67	54.26	21.71	71.32
469	465	10	5	51	267	123	123	2.15	1.08	10.97	57.42	26.45	69.46
470	695	14	0	129	419	120	120	2.01	0.00	18.56	60.29	17.27	78.85
471	309	8	0	69	161	65	65	2.59	0.00	22.33	52.10	21.04	74.43
472	159	2	0	61	68	22	22	1.26	0.00	38.36	42.77	13.84	81.13
473	104	0	1	7	49	47	47	0.00	0.96	6.73	47.12	45.19	54.81
474	701	9	5	51	304	305	305	1.28	0.71	7.28	43.37	43.51	51.36
475	149	0	0	38	75	24	24	0.00	0.00	25.50	50.34	16.11	75.84
476	679	19	8	136	377	113	113	2.80	1.18	20.03	55.52	16.64	76.73
477	157	1	0	10	93	51	51	0.64	0.00	6.37	59.24	32.48	65.61
478	185	2	1	13	139	28	28	1.08	0.54	7.03	75.14	15.14	82.70
479	1002	42	10	181	536	218	218	4.19	1.00	18.06	53.49	21.76	72.55
480	140	2	0	15	106	9	9	1.43	0.00	10.71	75.71	6.43	86.43
481	358	6	2	51	238	51	51	1.68	0.56	14.25	66.48	14.25	81.28
482	166	2	2	55	85	21	21	1.20	1.20	33.13	51.20	12.65	85.54
483	132	5	0	19	93	13	13	3.79	0.00	14.39	70.45	9.85	84.85
484	1058	13	2	429	507	91	91	1.23	0.19	40.55	47.92	8.60	88.66
485	1191	11	3	476	520	169	169	0.92	0.25	39.97	43.66	14.19	83.88
486	518	9	7	158	276	58	58	1.74	1.35	30.50	53.28	11.20	85.14
487	126	5	0	42	60	11	11	3.97	0.00	33.33	47.62	8.73	80.95
488	97	4	0	13	47	20	20	4.12	0.00	13.40	48.45	20.62	61.86
489	388	4	1	58	256	62	62	1.03	0.26	14.95	65.98	15.98	81.19
490	209	5	3	39	140	21	21	2.39	1.44	18.66	66.99	10.05	87.08
491	95	2	0	26	40	11	11	2.11	0.00	27.37	42.11	11.58	69.47
492	115	2	1	11	69	27	27	1.74	0.87	9.57	60.00	23.48	70.43
493	119	2	1	27	74	11	11	1.68	0.84	22.69	62.18	9.24	85.71
494	393	10	5	71	228	70	70	2.54	1.27	18.07	58.02	17.81	77.35
495	768	24	9	202	366	142	142	3.13	1.17	26.30	47.66	18.49	75.13
496	116	2	1	13	64	34	34	1.72	0.86	11.21	55.17	29.31	67.24
497	80	2	0	6	43	28	28	2.50	0.00	7.50	53.75	35.00	61.25
498	239	11	2	36	151	33	33	4.60	0.84	15.06	63.18	13.81	79.08
499	414	6	2	50	256	91	91	1.45	0.48	12.08	61.84	21.98	74.40
500	178	1	1	119	47	7	7	0.56	0.56	66.85	26.40	3.93	93.82
501	167	13	1	35	86	25	25	7.78	0.60	20.96	51.50	14.97	73.05
502	683	21	4	98	413	138	138	3.07	0.59	14.35	60.47	20.20	75.40
503	160	8	1	42	83	20	20	5.00	0.63	26.25	51.88	12.50	78.75
504	663	13	5	108	343	182	182	1.96	0.75	16.29	51.73	27.45	68.78
505	520	13	2	133	269	42	42	2.50	0.38	25.58	51.73	8.08	77.69
506	671	20	5	79	367	190	190	2.98	0.75	11.77	54.69	28.32	67.21
507	376	4	55	95	174	46	46	1.06	14.63	25.27	46.28	12.23	86.17
508	3311	134	57	424	1723	894	894	4.05	1.72	12.81	52.04	27.00	66.57
509	309	7	2	38	175	71	71	2.27	0.65	12.30	56.63	22.98	69.58
510	108	1	0	63	41	3	3	0.93	0.00	58.33	37.96	2.78	96.30
511	79	0	0	3	60	9	9	0.00	0.00	3.80	75.95	11.39	79.75
512	293	15	3	52	139	78	78	5.12	1.02	17.75	47.44	26.62	66.21
513	210	6	3	38	112	43	43	2.86	1.43	18.10	53.33	20.48	72.86
514	448	14	1	41	308	77	77	3.13	0.22	9.15	68.75	17.19	78.13
515	511	18	5	102	318	63	63	3.52	0.98	19.96	62.23	12.33	83.17
516	251	5	3	60	165	18	18	1.99	1.20	23.90	65.74	7.17	90.84
517	81	2	0	31	30	10	10	2.47	0.00	38.27	37.04	12.35	75.31
518	198	0	0	11	143	43	43	0.00	0.00	5.56	72.22	21.72	77.78
519	286	3	4	30	177	64	64	1.05	1.40	10.49	61.89	22.38	73.78
520	71	4	0	6	49	12	12	5.63	0.00	8.45	69.01	16.90	77.46
521	382	8	1	43	218	102	102	2.09	0.26	11.26	57.07	26.70	68.59
522	1461	38	3	177	848	350	350	2.60	0.21	12.11	58.04	23.96	70.36
523	1268	35	3	416	655	124	124	2.76	0.24	32.81	51.66	9.78	84.70
524	355	11	2	82	213	43	43	3.10	0.56	23.10	60.00	12.11	83.66
525	2461	71	110	522	1229	453	453	2.89	4.47	21.21	49.94	18.41	75.62
526	161	6	0	26	94	20	20	3.73	0.00	16.15	58.39	12.42	74.53
527	421	10	27	93	235	49	49	2.38	6.41	22.09	55.82	11.64	84.32
528	423	11	3	52	243	104	104	2.60	0.71	12.29	57.45	24.59	70.45
529	183	4	0	9	80	85	85	2.19	0.00	4.92	43.72	46.45	48.63
530	607	30	1	138	359	72	72	4.94	0.16	22.73	59.14	11.86	82.04
531	277	4	2	57	147	57	57	1.44	0.72	20.58	53.07	20.58	74.37
532	315	5	1	20	257	26	26	1.59	0.32	6.35	81.59	8.25	88.25
533	78	4	0	17	41	10	10	5.13	0.00	21.79	52.56	12.82	74.36
534	230	1	0	47	138	37	37	0.43	0.00	20.43	60.00	16.09	80.43
535	972	24	2	162	509	252	252	2.47	0.21	16.67	52.37	25.93	69.24
536	249	3	2	41	136	63	63	1.20	0.80	16.47	54.62	25.30	71.89
537	337	10	1	53	215	37	37	2.97	0.30	15.73	63.80	10.98	79.82
538	1116	18	10	277	591	200	200	1.61	0.90	24.82	52.96	17.92	78.67
539	995	14	8	134	454	341	341	1.41	0.80	13.47	45.63	34.27	59.90
540	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
541	183	4	0	30	123	20	20	2.19	0.00	16.39	67.21	10.93	83.61
542	657	14	9	73	356	186	186	2.13	1.37	11.11	54.19	28.31	66.67
543	88	1	1	15	54	16	16	1.14	1.14	17.05	61.36	18.18	79.55
544	279	11	6	51	86	120	120	3.94	2.15	18.28	30.82	43.01	51.25
545	275	10	1	19	109	128	128	3.64	0.36	6.91	39.64	46.55	46.91
546	188	5	0	8	101	74	74	2.66	0.00	4.26	53.72	39.36	57.98
547	997	1	3	75	689	201	201	0.10	0.30	7.52	69.11	20.16	76.93
548	222	0	62	31	76	49	49	0.00	27.93	13.96	34.23	22.07	76.13
549	533	6	1	163	277	71	71	1.13	0.19	30.58	51.97	13.32	82.74
550	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
551	187	3	0	76	103	4	4	1.60	0.00	40.64	55.08	2.14	95.72
552	114675	2400	722	42130	51950	14585	14585	2.09	0.63	36.74	45.30	12.72	82.67
553	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
554	303	2	1	94	172	26	26	0.66	0.33	31.02	56.77	8.58	88.12
555	201	9	1	39	104	47	47	4.48	0.50	19.40	51.74	23.38	71.64
556	393	13	63	75	181	55	55	3.31	16.03	19.08	46.06	13.99	81.17
557	123	2	0	27	78	16	16	1.63	0.00	21.95	63.41	13.01	85.37
558	400	7	3	133	189	62	62	1.75	0.75	33.25	47.25	15.50	81.25
559	158	1	0	51	91	14	14	0.63	0.00	32.28	57.59	8.86	89.87
560	775	27	6	109	415	202	202	3.48	0.77	14.06	53.55	26.06	68.39
561	422	15	4	92	226	80	80	3.55	0.95	21.80	53.55	18.96	76.30
562	233	3	1	60	134	32	32	1.29	0.43	25.75	57.51	13.73	83.69
563	832	24	3	147	504	114	114	2.88	0.36	17.67	60.58	13.70	78.61
564	384	12	0	60	201	92	92	3.13	0.00	15.63	52.34	23.96	67.97
565	142	3	1	44	83	9	9	2.11	0.70	30.99	58.45	6.34	90.14
566	1239	20	5	657	470	54	54	1.61	0.40	53.03	37.93	4.36	91.36
567	5015	73	24	1632	2376	825	825	1.46	0.48	32.54	47.38	16.45	80.40
568	1192	16	4	447	574	137	137	1.34	0.34	37.50	48.15	11.49	85.99
569	303	10	2	60	168	56	56	3.30	0.66	19.80	55.45	18.48	75.91
570	158	2	0	31	80	40	40	1.27	0.00	19.62	50.63	25.32	70.25
571	643	14	2	206	319	88	88	2.18	0.31	32.04	49.61	13.69	81.96
572	429	6	0	203	201	11	11	1.40	0.00	47.32	46.85	2.56	94.17
573	311	13	4	45	158	87	87	4.18	1.29	14.47	50.80	27.97	66.56
574	490	11	0	250	199	12	12	2.24	0.00	51.02	40.61	2.45	91.63
575	541	19	2	99	307	101	101	3.51	0.37	18.30	56.75	18.67	75.42
576	1197	12	3	665	449	50	50	1.00	0.25	55.56	37.51	4.18	93.32
577	102	1	1	31	55	4	4	0.98	0.98	30.39	53.92	3.92	85.29
578	109	0	1	19	62	25	25	0.00	0.92	17.43	56.88	22.94	75.23
579	206	2	0	73	80	50	50	0.97	0.00	35.44	38.83	24.27	74.27
580	716	21	2	296	338	49	49	2.93	0.28	41.34	47.21	6.84	88.83
581	727	11	4	311	337	51	51	1.51	0.55	42.78	46.35	7.02	89.68
582	225	6	4	36	143	31	31	2.67	1.78	16.00	63.56	13.78	81.33
583	150	1	1	91	49	5	5	0.67	0.67	60.67	32.67	3.33	94.00
584	251	8	2	57	149	27	27	3.19	0.80	22.71	59.36	10.76	82.87
585	985	9	3	147	656	144	144	0.91	0.30	14.92	66.60	14.62	81.83
586	220	10	1	33	126	47	47	4.55	0.45	15.00	57.27	21.36	72.73
587	3553	169	33	690	1938	643	643	4.76	0.93	19.42	54.55	18.10	74.89
588	437	14	6	63	229	120	120	3.20	1.37	14.42	52.40	27.46	68.19
589	275	8	7	50	133	66	66	2.91	2.55	18.18	48.36	24.00	69.09
590	163	3	0	15	106	38	38	1.84	0.00	9.20	65.03	23.31	74.23
591	361	1	2	132	200	20	20	0.28	0.55	36.57	55.40	5.54	92.52
592	1929	50	10	489	981	335	335	2.59	0.52	25.35	50.86	17.37	76.72
593	270	10	0	87	129	40	40	3.70	0.00	32.22	47.78	14.81	80.00
594	3745	116	30	1372	1879	271	271	3.10	0.80	36.64	50.17	7.24	87.61
595	111	4	1	21	69	15	15	3.60	0.90	18.92	62.16	13.51	81.98
596	198	0	0	10	149	37	37	0.00	0.00	5.05	75.25	18.69	80.30
597	933	38	22	178	486	187	187	4.07	2.36	19.08	52.09	20.04	73.53
598	129	3	0	17	85	20	20	2.33	0.00	13.18	65.89	15.50	79.07
599	117	5	0	7	87	12	12	4.27	0.00	5.98	74.36	10.26	80.34
600	228	2	4	26	128	66	66	0.88	1.75	11.40	56.14	28.95	69.30
601	370	5	2	42	209	110	110	1.35	0.54	11.35	56.49	29.73	68.38
602	168	5	1	73	69	15	15	2.98	0.60	43.45	41.07	8.93	85.12
603	307	8	2	111	159	24	24	2.61	0.65	36.16	51.79	7.82	88.60
604	396	2	2	75	287	27	27	0.51	0.51	18.94	72.47	6.82	91.92
605	4611	153	45	816	2486	1000	1000	3.32	0.98	17.70	53.91	21.69	72.59
606	220	1	0	40	153	3	3	0.45	0.00	18.18	69.55	1.36	87.73
607	233	6	1	59	125	40	40	2.58	0.43	25.32	53.65	17.17	79.40
608	256	5	1	86	129	27	27	1.95	0.39	33.59	50.39	10.55	84.38
609	281	6	0	89	168	11	11	2.14	0.00	31.67	59.79	3.91	91.46
610	150	1	0	11	85	49	49	0.67	0.00	7.33	56.67	32.67	64.00
611	1157	42	10	113	596	362	362	3.63	0.86	9.77	51.51	31.29	62.14
612	642	11	5	62	375	144	144	1.71	0.78	9.66	58.41	22.43	68.85
613	667	6	3	229	327	94	94	0.90	0.45	34.33	49.03	14.09	83.81
614	513	19	0	194	242	55	55	3.70	0.00	37.82	47.17	10.72	84.99
615	504	5	5	159	278	44	44	0.99	0.99	31.55	55.16	8.73	87.70
616	433	12	1	85	232	82	82	2.77	0.23	19.63	53.58	18.94	73.44
617	108	10	0	12	69	15	15	9.26	0.00	11.11	63.89	13.89	75.00
618	635	3	4	143	443	30	30	0.47	0.63	22.52	69.76	4.72	92.91
619	416	9	2	53	223	111	111	2.16	0.48	12.74	53.61	26.68	66.83
620	615	12	4	214	297	62	62	1.95	0.65	34.80	48.29	10.08	83.74
621	372	5	1	65	212	54	54	1.34	0.27	17.47	56.99	14.52	74.73
622	2463	95	22	737	1265	297	297	3.86	0.89	29.92	51.36	12.06	82.18
623	723	22	4	117	363	198	198	3.04	0.55	16.18	50.21	27.39	66.94
624	187	4	0	24	90	66	66	2.14	0.00	12.83	48.13	35.29	60.96
625	145	2	0	11	83	47	47	1.38	0.00	7.59	57.24	32.41	64.83
626	373	10	2	91	200	63	63	2.68	0.54	24.40	53.62	16.89	78.55
627	249	0	0	86	126	31	31	0.00	0.00	34.54	50.60	12.45	85.14
628	779	11	1	427	288	36	36	1.41	0.13	54.81	36.97	4.62	91.91
629	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
630	82	3	1	2	63	13	13	3.66	1.22	2.44	76.83	15.85	80.49
631	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
632	14100	321	68	2271	7457	3677	3677	2.28	0.48	16.11	52.89	26.08	69.48
633	121	0	0	14	87	17	17	0.00	0.00	11.57	71.90	14.05	83.47
634	214	17	0	30	127	37	37	7.94	0.00	14.02	59.35	17.29	73.36
635	214	3	4	64	118	21	21	1.40	1.87	29.91	55.14	9.81	86.92
636	1023	24	11	287	484	184	184	2.35	1.08	28.05	47.31	17.99	76.44
637	232	5	1	4	159	63	63	2.16	0.43	1.72	68.53	27.16	70.69
638	762	7	0	24	579	139	139	0.92	0.00	3.15	75.98	18.24	79.13
639	2253	24	13	140	1310	665	665	1.07	0.58	6.21	58.14	29.52	64.94
640	1417	14	9	79	915	393	393	0.99	0.64	5.58	64.57	27.73	70.78
641	283	9	1	30	195	47	47	3.18	0.35	10.60	68.90	16.61	79.86
642	320	5	1	10	255	47	47	1.56	0.31	3.13	79.69	14.69	83.13
643	238	9	1	24	128	75	75	3.78	0.42	10.08	53.78	31.51	64.29
644	334	7	0	37	204	85	85	2.10	0.00	11.08	61.08	25.45	72.16
645	1133	12	8	34	809	263	263	1.06	0.71	3.00	71.40	23.21	75.11
646	178	4	1	13	82	78	78	2.25	0.56	7.30	46.07	43.82	53.93
647	497	17	11	26	341	98	98	3.42	2.21	5.23	68.61	19.72	76.06
648	1688	38	19	109	1094	411	411	2.25	1.13	6.46	64.81	24.35	72.39
649	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
650	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
651	2608	94	20	190	1660	618	618	3.60	0.77	7.29	63.65	23.70	71.70
652	1054	21	0	101	725	197	197	1.99	0.00	9.58	68.79	18.69	78.37
653	242	0	0	2	215	25	25	0.00	0.00	0.83	88.84	10.33	89.67
654	452	15	2	20	345	69	69	3.32	0.44	4.42	76.33	15.27	81.19
655	583	4	34	36	421	86	86	0.69	5.83	6.17	72.21	14.75	84.22
656	203	2	0	48	47	106	106	0.99	0.00	23.65	23.15	52.22	46.80
657	539	17	4	42	241	208	208	3.15	0.74	7.79	44.71	38.59	53.25
658	1017	18	3	63	594	327	327	1.77	0.29	6.19	58.41	32.15	64.90
659	323	9	0	20	243	51	51	2.79	0.00	6.19	75.23	15.79	81.42
660	464	4	1	27	289	141	141	0.86	0.22	5.82	62.28	30.39	68.32
661	2626	85	25	282	1684	511	511	3.24	0.95	10.74	64.13	19.46	75.82
662	782	1	0	11	701	68	68	0.13	0.00	1.41	89.64	8.70	91.05
663	934	14	5	91	490	318	318	1.50	0.54	9.74	52.46	34.05	62.74
664	474	5	2	19	373	73	73	1.05	0.42	4.01	78.69	15.40	83.12
665	1703	19	9	121	1180	366	366	1.12	0.53	7.11	69.29	21.49	76.92
666	1627	43	12	109	1089	361	361	2.64	0.74	6.70	66.93	22.19	74.37
667	933	11	4	45	645	223	223	1.18	0.43	4.82	69.13	23.90	74.38
668	1426	33	9	73	899	404	404	2.31	0.63	5.12	63.04	28.33	68.79
669	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
670	2172	37	13	174	1319	610	610	1.70	0.60	8.01	60.73	28.08	69.34
671	2528	43	11	168	1912	374	374	1.70	0.44	6.65	75.63	14.79	82.71
672	865	30	8	58	534	211	211	3.47	0.92	6.71	61.73	24.39	69.36
673	3146	101	34	157	2041	659	659	3.21	1.08	4.99	64.88	20.95	70.95
674	785	19	7	35	577	145	145	2.42	0.89	4.46	73.50	18.47	78.85
675	372	8	2	23	267	68	68	2.15	0.54	6.18	71.77	18.28	78.49
676	460	5	2	27	322	101	101	1.09	0.43	5.87	70.00	21.96	76.30
677	610	15	4	28	362	194	194	2.46	0.66	4.59	59.34	31.80	64.59
678	483	3	5	29	221	224	224	0.62	1.04	6.00	45.76	46.38	52.80
679	470	9	2	26	226	206	206	1.91	0.43	5.53	48.09	43.83	54.04
680	2561	44	17	186	1777	508	508	1.72	0.66	7.26	69.39	19.84	77.31
681	246	4	2	19	150	71	71	1.63	0.81	7.72	60.98	28.86	69.51
